Skin_Concern,Skin_Type,Skin_Tone,Age,Gender,Recommended_Product
Rosacea,Normal,Medium,20,Other,Cetaphil Redness Relief
Dullness,Sensitive,Fair,53,Other,The Ordinary Vitamin C Suspension
Acne,Dry,Medium,27,Female,Neutrogena Oil-Free Acne Wash
Wrinkles,Oily,Dark,31,Male,Olay Regenerist Retinol 24
Uneven Skin Tone,Sensitive,Dusky,55,Male,L'Oreal Paris Glycolic Bright Serum
Wrinkles,Dry,Medium,18,Male,Olay Regenerist Retinol 24
Dullness,Normal,Olive,52,Other,The Ordinary Vitamin C Suspension
Dryness,Combination,Dark,32,Male,CeraVe Moisturizing Cream
Oily Skin,Sensitive,Medium,21,Other,La Roche-Posay Effaclar Gel
Dryness,Combination,Dark,29,Male,CeraVe Moisturizing Cream
Oily Skin,Normal,Dark,45,Male,La Roche-Posay Effaclar Gel
Oily Skin,Normal,Olive,47,Other,La Roche-Posay Effaclar Gel
Sunburn,Combination,Fair,59,Female,Aloe Vera Gel
Dullness,Combination,Dusky,55,Male,The Ordinary Vitamin C Suspension
Wrinkles,Normal,Fair,30,Male,Olay Regenerist Retinol 24
Dark Circles,Combination,Dusky,44,Male,Mamaearth Under Eye Cream
Inflammation,Normal,Dark,28,Female,The Ordinary Niacinamide 10% + Zinc 1%
Wrinkles,Dry,Dusky,57,Male,Olay Regenerist Retinol 24
Uneven Skin Tone,Combination,Fair,44,Female,L'Oreal Paris Glycolic Bright Serum
Whiteheads,Sensitive,Fair,57,Other,Paula's Choice BHA Exfoliant
Rosacea,Dry,Olive,33,Male,Cetaphil Redness Relief
Redness,Normal,Fair,28,Male,Aveeno Ultra-Calming Foaming Cleanser
Dullness,Combination,Medium,55,Female,The Ordinary Vitamin C Suspension
Tanning,Oily,Dark,24,Male,Lotus Herbals Safe Sun
Itchy Skin,Normal,Dusky,38,Other,Eucerin Itch Relief Cream
Dark Spots,Combination,Dusky,50,Female,Minimalist Alpha Arbutin Serum
Dryness,Dry,Medium,26,Female,CeraVe Moisturizing Cream
Sagging,Sensitive,Fair,24,Male,Pond’s Age Miracle Firming Serum
Tanning,Oily,Dark,43,Female,Lotus Herbals Safe Sun
Dark Circles,Combination,Medium,44,Other,Mamaearth Under Eye Cream
Sunburn,Combination,Dusky,33,Female,Aloe Vera Gel
Wrinkles,Normal,Fair,41,Female,Olay Regenerist Retinol 24
Sagging,Combination,Medium,20,Other,Pond’s Age Miracle Firming Serum
Acne,Normal,Medium,16,Female,Neutrogena Oil-Free Acne Wash
Sunburn,Combination,Dusky,28,Other,Aloe Vera Gel
Sagging,Oily,Fair,59,Other,Pond’s Age Miracle Firming Serum
Dark Spots,Combination,Medium,37,Female,Minimalist Alpha Arbutin Serum
Pores,Combination,Medium,30,Female,Innisfree Super Volcanic Clay Mask
Blackheads,Combination,Medium,60,Female,The Body Shop Tea Tree Cleanser
Inflammation,Sensitive,Medium,35,Other,The Ordinary Niacinamide 10% + Zinc 1%
Redness,Normal,Olive,48,Other,Aveeno Ultra-Calming Foaming Cleanser
Sunburn,Dry,Medium,37,Male,Aloe Vera Gel
Uneven Skin Tone,Oily,Medium,27,Female,L'Oreal Paris Glycolic Bright Serum
Itchy Skin,Combination,Dark,56,Other,Eucerin Itch Relief Cream
Acne,Dry,Medium,49,Female,Neutrogena Oil-Free Acne Wash
Sagging,Oily,Medium,46,Male,Pond’s Age Miracle Firming Serum
Uneven Skin Tone,Normal,Dark,59,Other,L'Oreal Paris Glycolic Bright Serum
Sagging,Combination,Medium,26,Male,Pond’s Age Miracle Firming Serum
Oily Skin,Dry,Fair,18,Other,La Roche-Posay Effaclar Gel
Dullness,Oily,Medium,29,Other,The Ordinary Vitamin C Suspension
Whiteheads,Dry,Fair,28,Male,Paula's Choice BHA Exfoliant
Tanning,Sensitive,Medium,51,Female,Lotus Herbals Safe Sun
Pores,Dry,Dusky,18,Male,Innisfree Super Volcanic Clay Mask
Dark Circles,Oily,Dusky,58,Other,Mamaearth Under Eye Cream
Redness,Dry,Olive,28,Female,Aveeno Ultra-Calming Foaming Cleanser
Rosacea,Sensitive,Olive,33,Other,Cetaphil Redness Relief
Sunburn,Sensitive,Dusky,48,Female,Aloe Vera Gel
Eczema,Combination,Olive,20,Other,CeraVe Eczema Relief Creamy Oil
Inflammation,Sensitive,Olive,60,Female,The Ordinary Niacinamide 10% + Zinc 1%
Wrinkles,Dry,Dusky,34,Female,Olay Regenerist Retinol 24
Uneven Skin Tone,Dry,Medium,54,Female,L'Oreal Paris Glycolic Bright Serum
Sagging,Sensitive,Medium,47,Female,Pond’s Age Miracle Firming Serum
Inflammation,Combination,Medium,50,Male,The Ordinary Niacinamide 10% + Zinc 1%
Oily Skin,Normal,Olive,49,Other,La Roche-Posay Effaclar Gel
Rosacea,Oily,Dark,42,Female,Cetaphil Redness Relief
Blackheads,Dry,Dusky,27,Other,The Body Shop Tea Tree Cleanser
Dryness,Normal,Fair,22,Female,CeraVe Moisturizing Cream
Whiteheads,Oily,Dark,48,Male,Paula's Choice BHA Exfoliant
Dullness,Normal,Dark,45,Male,The Ordinary Vitamin C Suspension
Pores,Combination,Olive,23,Male,Innisfree Super Volcanic Clay Mask
Whiteheads,Oily,Dark,39,Other,Paula's Choice BHA Exfoliant
Whiteheads,Sensitive,Dark,38,Male,Paula's Choice BHA Exfoliant
Pigmentation,Sensitive,Dark,59,Other,Murad Rapid Age Spot Correcting Serum
Whiteheads,Normal,Fair,45,Female,Paula's Choice BHA Exfoliant
Blackheads,Combination,Fair,28,Other,The Body Shop Tea Tree Cleanser
Blackheads,Combination,Dusky,42,Male,The Body Shop Tea Tree Cleanser
Inflammation,Dry,Medium,35,Other,The Ordinary Niacinamide 10% + Zinc 1%
Eczema,Combination,Dark,37,Male,CeraVe Eczema Relief Creamy Oil
Uneven Skin Tone,Normal,Medium,25,Other,L'Oreal Paris Glycolic Bright Serum
Sunburn,Oily,Olive,35,Female,Aloe Vera Gel
Rosacea,Oily,Dusky,52,Female,Cetaphil Redness Relief
Itchy Skin,Sensitive,Dusky,58,Female,Eucerin Itch Relief Cream
Oily Skin,Dry,Dusky,52,Other,La Roche-Posay Effaclar Gel
Sunburn,Dry,Dusky,32,Male,Aloe Vera Gel
Dullness,Sensitive,Dark,53,Female,The Ordinary Vitamin C Suspension
Inflammation,Dry,Olive,53,Male,The Ordinary Niacinamide 10% + Zinc 1%
Pores,Dry,Olive,22,Female,Innisfree Super Volcanic Clay Mask
Eczema,Dry,Dark,29,Female,CeraVe Eczema Relief Creamy Oil
Pigmentation,Normal,Fair,49,Male,Murad Rapid Age Spot Correcting Serum
Oily Skin,Oily,Dark,60,Other,La Roche-Posay Effaclar Gel
Dark Spots,Sensitive,Dark,60,Female,Minimalist Alpha Arbutin Serum
Whiteheads,Sensitive,Olive,43,Other,Paula's Choice BHA Exfoliant
Itchy Skin,Dry,Medium,16,Female,Eucerin Itch Relief Cream
Oily Skin,Normal,Fair,22,Female,La Roche-Posay Effaclar Gel
Eczema,Combination,Dusky,23,Other,CeraVe Eczema Relief Creamy Oil
Tanning,Dry,Dark,54,Female,Lotus Herbals Safe Sun
Oily Skin,Normal,Dark,59,Male,La Roche-Posay Effaclar Gel
Wrinkles,Combination,Medium,52,Other,Olay Regenerist Retinol 24
Itchy Skin,Combination,Fair,38,Female,Eucerin Itch Relief Cream
Oily Skin,Normal,Fair,53,Other,La Roche-Posay Effaclar Gel
Inflammation,Combination,Olive,50,Other,The Ordinary Niacinamide 10% + Zinc 1%
Uneven Skin Tone,Oily,Fair,46,Female,L'Oreal Paris Glycolic Bright Serum
Pigmentation,Sensitive,Fair,35,Male,Murad Rapid Age Spot Correcting Serum
Dark Circles,Sensitive,Dusky,17,Female,Mamaearth Under Eye Cream
Pores,Oily,Medium,26,Other,Innisfree Super Volcanic Clay Mask
Uneven Skin Tone,Normal,Olive,57,Male,L'Oreal Paris Glycolic Bright Serum
Itchy Skin,Oily,Olive,23,Male,Eucerin Itch Relief Cream
Blackheads,Combination,Dark,59,Female,The Body Shop Tea Tree Cleanser
Blackheads,Oily,Olive,52,Male,The Body Shop Tea Tree Cleanser
Dryness,Oily,Dusky,57,Other,CeraVe Moisturizing Cream
Pigmentation,Combination,Dark,18,Male,Murad Rapid Age Spot Correcting Serum
Dark Circles,Normal,Dusky,32,Other,Mamaearth Under Eye Cream
Inflammation,Normal,Dark,27,Female,The Ordinary Niacinamide 10% + Zinc 1%
Blackheads,Oily,Dusky,19,Other,The Body Shop Tea Tree Cleanser
Oily Skin,Oily,Olive,43,Female,La Roche-Posay Effaclar Gel
Itchy Skin,Oily,Dusky,59,Male,Eucerin Itch Relief Cream
Inflammation,Combination,Dark,54,Male,The Ordinary Niacinamide 10% + Zinc 1%
Sunburn,Combination,Dusky,58,Male,Aloe Vera Gel
Rosacea,Combination,Medium,57,Other,Cetaphil Redness Relief
Pigmentation,Dry,Dusky,52,Other,Murad Rapid Age Spot Correcting Serum
Whiteheads,Normal,Olive,47,Female,Paula's Choice BHA Exfoliant
Eczema,Oily,Olive,42,Female,CeraVe Eczema Relief Creamy Oil
Dark Spots,Combination,Fair,27,Male,Minimalist Alpha Arbutin Serum
Dark Circles,Dry,Dusky,52,Female,Mamaearth Under Eye Cream
Dryness,Combination,Olive,57,Male,CeraVe Moisturizing Cream
Sagging,Oily,Dark,25,Female,Pond’s Age Miracle Firming Serum
Dark Circles,Dry,Dusky,24,Female,Mamaearth Under Eye Cream
Whiteheads,Dry,Dark,21,Male,Paula's Choice BHA Exfoliant
Blackheads,Normal,Olive,46,Male,The Body Shop Tea Tree Cleanser
Uneven Skin Tone,Sensitive,Fair,43,Male,L'Oreal Paris Glycolic Bright Serum
Eczema,Normal,Dusky,47,Other,CeraVe Eczema Relief Creamy Oil
Pores,Combination,Olive,47,Male,Innisfree Super Volcanic Clay Mask
Dryness,Normal,Dark,32,Female,CeraVe Moisturizing Cream
Wrinkles,Combination,Dark,52,Other,Olay Regenerist Retinol 24
Whiteheads,Normal,Medium,48,Other,Paula's Choice BHA Exfoliant
Pores,Sensitive,Fair,23,Female,Innisfree Super Volcanic Clay Mask
Redness,Normal,Dusky,51,Female,Aveeno Ultra-Calming Foaming Cleanser
Itchy Skin,Sensitive,Olive,54,Female,Eucerin Itch Relief Cream
Blackheads,Dry,Dusky,55,Female,The Body Shop Tea Tree Cleanser
Uneven Skin Tone,Dry,Olive,29,Male,L'Oreal Paris Glycolic Bright Serum
Blackheads,Sensitive,Fair,55,Other,The Body Shop Tea Tree Cleanser
Inflammation,Dry,Medium,40,Other,The Ordinary Niacinamide 10% + Zinc 1%
Acne,Dry,Olive,60,Other,Neutrogena Oil-Free Acne Wash
Rosacea,Oily,Dusky,44,Other,Cetaphil Redness Relief
Dullness,Dry,Medium,41,Other,The Ordinary Vitamin C Suspension
Sunburn,Sensitive,Olive,16,Other,Aloe Vera Gel
Sunburn,Sensitive,Fair,45,Male,Aloe Vera Gel
Tanning,Sensitive,Dusky,50,Other,Lotus Herbals Safe Sun
Acne,Sensitive,Dusky,41,Male,Neutrogena Oil-Free Acne Wash
Dark Circles,Oily,Dusky,42,Female,Mamaearth Under Eye Cream
Dullness,Combination,Dark,36,Female,The Ordinary Vitamin C Suspension
Rosacea,Dry,Dark,29,Female,Cetaphil Redness Relief
Sunburn,Normal,Fair,29,Other,Aloe Vera Gel
Dark Circles,Dry,Medium,29,Male,Mamaearth Under Eye Cream
Dullness,Dry,Fair,19,Male,The Ordinary Vitamin C Suspension
Sagging,Normal,Olive,51,Male,Pond’s Age Miracle Firming Serum
Acne,Combination,Olive,44,Other,Neutrogena Oil-Free Acne Wash
Sunburn,Sensitive,Fair,21,Male,Aloe Vera Gel
Blackheads,Dry,Dusky,44,Other,The Body Shop Tea Tree Cleanser
Inflammation,Dry,Dark,56,Female,The Ordinary Niacinamide 10% + Zinc 1%
Pores,Normal,Fair,21,Male,Innisfree Super Volcanic Clay Mask
Eczema,Dry,Olive,59,Other,CeraVe Eczema Relief Creamy Oil
Dark Circles,Normal,Medium,17,Male,Mamaearth Under Eye Cream
Blackheads,Dry,Dark,16,Other,The Body Shop Tea Tree Cleanser
Dullness,Combination,Dark,33,Other,The Ordinary Vitamin C Suspension
Acne,Normal,Dusky,19,Other,Neutrogena Oil-Free Acne Wash
Sagging,Combination,Olive,56,Male,Pond’s Age Miracle Firming Serum
Oily Skin,Dry,Olive,25,Other,La Roche-Posay Effaclar Gel
Dark Circles,Dry,Dark,53,Female,Mamaearth Under Eye Cream
Dullness,Normal,Medium,50,Male,The Ordinary Vitamin C Suspension
Redness,Normal,Medium,21,Male,Aveeno Ultra-Calming Foaming Cleanser
Tanning,Oily,Fair,59,Male,Lotus Herbals Safe Sun
Blackheads,Normal,Medium,31,Female,The Body Shop Tea Tree Cleanser
Itchy Skin,Dry,Dark,20,Female,Eucerin Itch Relief Cream
Dryness,Combination,Dark,59,Female,CeraVe Moisturizing Cream
Oily Skin,Normal,Dusky,39,Female,La Roche-Posay Effaclar Gel
Oily Skin,Combination,Olive,22,Other,La Roche-Posay Effaclar Gel
Wrinkles,Oily,Fair,41,Other,Olay Regenerist Retinol 24
Eczema,Normal,Dusky,58,Male,CeraVe Eczema Relief Creamy Oil
Inflammation,Dry,Medium,31,Male,The Ordinary Niacinamide 10% + Zinc 1%
Eczema,Sensitive,Olive,53,Other,CeraVe Eczema Relief Creamy Oil
Uneven Skin Tone,Normal,Olive,29,Other,L'Oreal Paris Glycolic Bright Serum
Dark Circles,Oily,Fair,18,Other,Mamaearth Under Eye Cream
Tanning,Normal,Olive,60,Male,Lotus Herbals Safe Sun
Acne,Sensitive,Medium,30,Male,Neutrogena Oil-Free Acne Wash
Dark Circles,Sensitive,Dusky,44,Other,Mamaearth Under Eye Cream
Blackheads,Oily,Fair,55,Female,The Body Shop Tea Tree Cleanser
Whiteheads,Oily,Fair,48,Other,Paula's Choice BHA Exfoliant
Sunburn,Combination,Dusky,32,Male,Aloe Vera Gel
Uneven Skin Tone,Dry,Dark,34,Male,L'Oreal Paris Glycolic Bright Serum
Whiteheads,Normal,Dusky,21,Female,Paula's Choice BHA Exfoliant
Dark Spots,Combination,Olive,32,Female,Minimalist Alpha Arbutin Serum
Sagging,Oily,Medium,29,Other,Pond’s Age Miracle Firming Serum
Dark Circles,Normal,Medium,21,Male,Mamaearth Under Eye Cream
Eczema,Oily,Dusky,44,Male,CeraVe Eczema Relief Creamy Oil
Eczema,Oily,Fair,34,Other,CeraVe Eczema Relief Creamy Oil
Blackheads,Normal,Dark,52,Other,The Body Shop Tea Tree Cleanser
Pigmentation,Dry,Dusky,21,Male,Murad Rapid Age Spot Correcting Serum
Dark Circles,Combination,Medium,38,Male,Mamaearth Under Eye Cream
Uneven Skin Tone,Normal,Dark,29,Male,L'Oreal Paris Glycolic Bright Serum
Dryness,Sensitive,Medium,43,Other,CeraVe Moisturizing Cream
Dullness,Combination,Fair,51,Female,The Ordinary Vitamin C Suspension
Itchy Skin,Sensitive,Olive,55,Female,Eucerin Itch Relief Cream
Oily Skin,Sensitive,Dark,56,Other,La Roche-Posay Effaclar Gel
Itchy Skin,Dry,Olive,42,Male,Eucerin Itch Relief Cream
Acne,Combination,Medium,53,Female,Neutrogena Oil-Free Acne Wash
Pores,Normal,Fair,19,Male,Innisfree Super Volcanic Clay Mask
Dullness,Oily,Fair,17,Other,The Ordinary Vitamin C Suspension
Dark Circles,Combination,Olive,56,Male,Mamaearth Under Eye Cream
Sunburn,Oily,Dark,38,Male,Aloe Vera Gel
Wrinkles,Sensitive,Dark,51,Male,Olay Regenerist Retinol 24
Uneven Skin Tone,Oily,Dusky,25,Other,L'Oreal Paris Glycolic Bright Serum
Dark Spots,Oily,Fair,35,Other,Minimalist Alpha Arbutin Serum
Redness,Oily,Dusky,33,Female,Aveeno Ultra-Calming Foaming Cleanser
Inflammation,Oily,Dusky,18,Other,The Ordinary Niacinamide 10% + Zinc 1%
Dullness,Normal,Dusky,58,Male,The Ordinary Vitamin C Suspension
Sagging,Oily,Dusky,24,Male,Pond’s Age Miracle Firming Serum
Dullness,Sensitive,Medium,17,Other,The Ordinary Vitamin C Suspension
Itchy Skin,Normal,Olive,44,Female,Eucerin Itch Relief Cream
Dark Circles,Sensitive,Medium,26,Male,Mamaearth Under Eye Cream
Dark Spots,Combination,Dusky,23,Male,Minimalist Alpha Arbutin Serum
Blackheads,Dry,Dusky,51,Other,The Body Shop Tea Tree Cleanser
Dryness,Dry,Fair,19,Male,CeraVe Moisturizing Cream
Sagging,Sensitive,Fair,17,Male,Pond’s Age Miracle Firming Serum
Blackheads,Dry,Dusky,50,Male,The Body Shop Tea Tree Cleanser
Sunburn,Combination,Fair,43,Male,Aloe Vera Gel
Itchy Skin,Combination,Fair,39,Female,Eucerin Itch Relief Cream
Dryness,Normal,Olive,28,Male,CeraVe Moisturizing Cream
Dark Spots,Sensitive,Fair,32,Male,Minimalist Alpha Arbutin Serum
Rosacea,Oily,Dusky,30,Female,Cetaphil Redness Relief
Whiteheads,Dry,Dusky,53,Male,Paula's Choice BHA Exfoliant
Dark Spots,Normal,Medium,35,Female,Minimalist Alpha Arbutin Serum
Uneven Skin Tone,Sensitive,Dusky,57,Female,L'Oreal Paris Glycolic Bright Serum
Dullness,Dry,Medium,30,Male,The Ordinary Vitamin C Suspension
Whiteheads,Oily,Medium,18,Other,Paula's Choice BHA Exfoliant
Uneven Skin Tone,Normal,Fair,48,Male,L'Oreal Paris Glycolic Bright Serum
Pores,Normal,Dusky,31,Female,Innisfree Super Volcanic Clay Mask
Acne,Sensitive,Medium,54,Male,Neutrogena Oil-Free Acne Wash
Pores,Normal,Fair,54,Other,Innisfree Super Volcanic Clay Mask
Whiteheads,Normal,Fair,52,Other,Paula's Choice BHA Exfoliant
Whiteheads,Dry,Dark,28,Male,Paula's Choice BHA Exfoliant
Sunburn,Oily,Medium,55,Male,Aloe Vera Gel
Dark Spots,Sensitive,Dusky,37,Female,Minimalist Alpha Arbutin Serum
Tanning,Combination,Fair,26,Male,Lotus Herbals Safe Sun
Acne,Normal,Fair,39,Male,Neutrogena Oil-Free Acne Wash
Tanning,Combination,Dark,59,Other,Lotus Herbals Safe Sun
Inflammation,Dry,Dark,54,Female,The Ordinary Niacinamide 10% + Zinc 1%
Oily Skin,Dry,Medium,33,Female,La Roche-Posay Effaclar Gel
Uneven Skin Tone,Oily,Olive,28,Other,L'Oreal Paris Glycolic Bright Serum
Pores,Normal,Fair,32,Female,Innisfree Super Volcanic Clay Mask
Wrinkles,Dry,Fair,23,Other,Olay Regenerist Retinol 24
Whiteheads,Oily,Dark,53,Other,Paula's Choice BHA Exfoliant
Blackheads,Combination,Fair,16,Female,The Body Shop Tea Tree Cleanser
Itchy Skin,Oily,Dark,56,Male,Eucerin Itch Relief Cream
Wrinkles,Oily,Olive,30,Male,Olay Regenerist Retinol 24
Itchy Skin,Dry,Dusky,54,Other,Eucerin Itch Relief Cream
Inflammation,Sensitive,Medium,27,Male,The Ordinary Niacinamide 10% + Zinc 1%
Pores,Combination,Medium,57,Male,Innisfree Super Volcanic Clay Mask
Eczema,Sensitive,Dusky,28,Male,CeraVe Eczema Relief Creamy Oil
Sagging,Combination,Medium,50,Female,Pond’s Age Miracle Firming Serum
Wrinkles,Dry,Medium,32,Male,Olay Regenerist Retinol 24
Dryness,Oily,Medium,36,Other,CeraVe Moisturizing Cream
Sunburn,Sensitive,Dusky,50,Male,Aloe Vera Gel
Tanning,Dry,Dusky,18,Other,Lotus Herbals Safe Sun
Dryness,Dry,Medium,51,Female,CeraVe Moisturizing Cream
Whiteheads,Oily,Olive,53,Female,Paula's Choice BHA Exfoliant
Pores,Sensitive,Olive,32,Male,Innisfree Super Volcanic Clay Mask
Blackheads,Combination,Fair,56,Other,The Body Shop Tea Tree Cleanser
Dryness,Dry,Dark,35,Male,CeraVe Moisturizing Cream
Wrinkles,Combination,Olive,24,Other,Olay Regenerist Retinol 24
Dark Spots,Combination,Fair,40,Other,Minimalist Alpha Arbutin Serum
Blackheads,Combination,Dusky,47,Female,The Body Shop Tea Tree Cleanser
Inflammation,Dry,Dark,57,Other,The Ordinary Niacinamide 10% + Zinc 1%
Redness,Normal,Medium,55,Other,Aveeno Ultra-Calming Foaming Cleanser
Dark Circles,Oily,Dusky,39,Male,Mamaearth Under Eye Cream
Pores,Sensitive,Fair,32,Female,Innisfree Super Volcanic Clay Mask
Sunburn,Dry,Fair,34,Male,Aloe Vera Gel
Whiteheads,Normal,Dusky,51,Male,Paula's Choice BHA Exfoliant
Pores,Normal,Olive,48,Male,Innisfree Super Volcanic Clay Mask
Rosacea,Normal,Dark,34,Female,Cetaphil Redness Relief
Blackheads,Dry,Dark,29,Male,The Body Shop Tea Tree Cleanser
Whiteheads,Oily,Medium,54,Male,Paula's Choice BHA Exfoliant
Blackheads,Oily,Fair,50,Male,The Body Shop Tea Tree Cleanser
Acne,Dry,Olive,21,Male,Neutrogena Oil-Free Acne Wash
Wrinkles,Combination,Fair,47,Female,Olay Regenerist Retinol 24
Pores,Normal,Dark,50,Female,Innisfree Super Volcanic Clay Mask
Pigmentation,Oily,Dark,29,Female,Murad Rapid Age Spot Correcting Serum
Dark Spots,Combination,Dusky,30,Male,Minimalist Alpha Arbutin Serum
Uneven Skin Tone,Dry,Dusky,32,Other,L'Oreal Paris Glycolic Bright Serum
Sagging,Combination,Dusky,17,Other,Pond’s Age Miracle Firming Serum
Dark Circles,Dry,Olive,25,Other,Mamaearth Under Eye Cream
Tanning,Normal,Fair,41,Male,Lotus Herbals Safe Sun
Blackheads,Sensitive,Fair,53,Female,The Body Shop Tea Tree Cleanser
Dark Spots,Normal,Fair,47,Male,Minimalist Alpha Arbutin Serum
Dark Circles,Sensitive,Fair,35,Female,Mamaearth Under Eye Cream
Blackheads,Combination,Dusky,34,Male,The Body Shop Tea Tree Cleanser
Tanning,Combination,Dark,49,Female,Lotus Herbals Safe Sun
Sunburn,Normal,Dark,27,Male,Aloe Vera Gel
Sunburn,Dry,Medium,49,Male,Aloe Vera Gel
Dark Circles,Dry,Dark,19,Female,Mamaearth Under Eye Cream
Eczema,Combination,Medium,24,Female,CeraVe Eczema Relief Creamy Oil
Dullness,Oily,Medium,40,Female,The Ordinary Vitamin C Suspension
Uneven Skin Tone,Normal,Dusky,55,Male,L'Oreal Paris Glycolic Bright Serum
Whiteheads,Combination,Olive,19,Male,Paula's Choice BHA Exfoliant
Blackheads,Dry,Fair,17,Other,The Body Shop Tea Tree Cleanser
Wrinkles,Normal,Dusky,57,Female,Olay Regenerist Retinol 24
Tanning,Oily,Dusky,59,Male,Lotus Herbals Safe Sun
Whiteheads,Dry,Olive,49,Other,Paula's Choice BHA Exfoliant
Pigmentation,Sensitive,Medium,47,Other,Murad Rapid Age Spot Correcting Serum
Whiteheads,Normal,Fair,53,Other,Paula's Choice BHA Exfoliant
Whiteheads,Combination,Dark,21,Other,Paula's Choice BHA Exfoliant
Oily Skin,Dry,Medium,34,Male,La Roche-Posay Effaclar Gel
Redness,Dry,Fair,34,Female,Aveeno Ultra-Calming Foaming Cleanser
Wrinkles,Dry,Medium,38,Female,Olay Regenerist Retinol 24
Itchy Skin,Dry,Medium,46,Male,Eucerin Itch Relief Cream
Pigmentation,Combination,Dusky,38,Other,Murad Rapid Age Spot Correcting Serum
Rosacea,Dry,Dusky,56,Other,Cetaphil Redness Relief
Wrinkles,Combination,Fair,57,Female,Olay Regenerist Retinol 24
Itchy Skin,Sensitive,Fair,51,Male,Eucerin Itch Relief Cream
Itchy Skin,Combination,Olive,24,Male,Eucerin Itch Relief Cream
Sunburn,Normal,Dark,42,Female,Aloe Vera Gel
Dark Circles,Normal,Dusky,60,Male,Mamaearth Under Eye Cream
Whiteheads,Oily,Olive,16,Other,Paula's Choice BHA Exfoliant
Pigmentation,Sensitive,Dusky,36,Other,Murad Rapid Age Spot Correcting Serum
Itchy Skin,Combination,Dusky,42,Female,Eucerin Itch Relief Cream
Inflammation,Normal,Medium,39,Male,The Ordinary Niacinamide 10% + Zinc 1%
Sagging,Sensitive,Medium,30,Female,Pond’s Age Miracle Firming Serum
Blackheads,Sensitive,Dusky,28,Female,The Body Shop Tea Tree Cleanser
Blackheads,Sensitive,Fair,27,Male,The Body Shop Tea Tree Cleanser
Dullness,Sensitive,Medium,19,Female,The Ordinary Vitamin C Suspension
Dryness,Oily,Olive,37,Other,CeraVe Moisturizing Cream
Sunburn,Oily,Dusky,26,Other,Aloe Vera Gel
Rosacea,Dry,Medium,31,Male,Cetaphil Redness Relief
Dryness,Dry,Dark,38,Other,CeraVe Moisturizing Cream
Uneven Skin Tone,Sensitive,Dusky,46,Female,L'Oreal Paris Glycolic Bright Serum
Dullness,Normal,Medium,41,Female,The Ordinary Vitamin C Suspension
Sagging,Dry,Dusky,25,Male,Pond’s Age Miracle Firming Serum
Rosacea,Oily,Olive,31,Female,Cetaphil Redness Relief
Dryness,Dry,Olive,53,Female,CeraVe Moisturizing Cream
Whiteheads,Oily,Olive,29,Other,Paula's Choice BHA Exfoliant
