Skin_Concern,Diet_Type,Foods_to_Eat,Foods_to_Avoid
Itchy Skin,vegen,Kale,White Sugar
Whiteheads,veg,Pumpkin Seeds,Creamy Curries
Itchy Skin,veg,Beetroot,Cheese
Acne,veg,Pumpkin Seeds,Cheese
Dullness,combination,Tofu Stir Fry,Instant Noodles
Dryness,combination,Baked Fish with Veggies,Chips
Dark Circles,combination,Avocado Toast with Egg,Ice Cream
Sagging,combination,Fruit Yogurt,Fried Chicken
Whiteheads,combination,Mixed Nuts,Chips
Sagging,vegen,Hummus,Excess Soy
Blackheads,combination,Fruit Yogurt,Sugary Drinks
Acne,combination,Egg Salad,Cream Biscuits
Uneven Skin Tone,nonveg,Salmon,Mayonnaise
Pigmentation,vegen,Kale,Overprocessed Vegan Snacks
Dark Spots,nonveg,Turkey,Sausages
Inflammation,combination,Greek Yogurt with Berries,Fried Chicken
Sagging,veg,Sweet Potato,Processed Juice
Whiteheads,nonveg,Liver,Sausages
Acne,nonveg,Liver,Sausages
Eczema,veg,Beetroot,Creamy Curries
Redness,combination,Fruit Yogurt,Fried Chicken
Pigmentation,combination,Vegetable Soup,Chips
Dryness,veg,Cucumber,Processed Juice
Rosacea,veg,Almonds,Cheese
Blackheads,vegen,Kale,Fried Tofu
Dark Spots,combination,Fish Curry with Rice,Instant Noodles
Sagging,veg,Almonds,Butter
Inflammation,veg,Turmeric Milk,Refined Sugar
Rosacea,nonveg,Liver,Fried Egg
Uneven Skin Tone,veg,Cucumber,White Bread
Uneven Skin Tone,nonveg,Oysters,Red Meat
Wrinkles,vegen,Zucchini,White Sugar
Pores,vegen,Zucchini,Fried Tofu
Dark Spots,veg,Cucumber,Processed Juice
Dark Spots,nonveg,Tuna,Red Meat
Sagging,veg,Carrot,Deep-Fried Snacks
Oily Skin,nonveg,Tuna,Bacon
Inflammation,veg,Beetroot,Carbonated Drinks
Sagging,combination,Vegetable Soup,Sugary Drinks
Redness,nonveg,Yogurt,Fried Egg
Dullness,veg,Sweet Potato,Fried Potato
Oily Skin,vegen,Zucchini,Coconut Cream
Eczema,veg,Spinach,White Bread
Inflammation,combination,Avocado Toast with Egg,Instant Noodles
Dryness,nonveg,Chicken Breast,Fried Fish
Tanning,nonveg,Prawns,Mayonnaise
Eczema,veg,Broccoli,Pickles
Pores,combination,Chicken with Broccoli,Burger
Dark Circles,veg,Tomato,Carbonated Drinks
Inflammation,veg,Pumpkin Seeds,Processed Juice
Rosacea,vegen,Hummus,Mock Meats
Whiteheads,nonveg,Tuna,Fried Egg
Dullness,nonveg,Prawns,Mutton Curry
Sagging,combination,Fruit Yogurt,Sugary Drinks
Dark Spots,combination,Avocado Toast with Egg,Ice Cream
Sagging,vegen,Oats,Packaged Vegan Chips
Tanning,combination,Egg Salad,Ice Cream
Acne,nonveg,Turkey,Mayonnaise
Dark Circles,veg,Cucumber,Processed Juice
Sunburn,veg,Almonds,White Bread
Pores,veg,Pumpkin Seeds,Cheese
Sunburn,nonveg,Liver,Mayonnaise
Eczema,nonveg,Yogurt,Bacon
Dark Spots,nonveg,Turkey,Spicy Chicken
Rosacea,vegen,Kale,Mock Meats
Blackheads,combination,Tofu Stir Fry,Burger
Pigmentation,vegen,Kale,Overprocessed Vegan Snacks
Dark Spots,vegen,Kale,Packaged Vegan Chips
Sagging,vegen,Zucchini,White Sugar
Dryness,combination,Egg Salad,Butter Paneer
Rosacea,nonveg,Bone Broth,Sausages
Eczema,vegen,Quinoa,Overprocessed Vegan Snacks
Dullness,veg,Pumpkin Seeds,Creamy Curries
Blackheads,veg,Sweet Potato,Fried Potato
Dark Circles,veg,Broccoli,Fried Potato
Whiteheads,veg,Carrot,Creamy Curries
Wrinkles,veg,Beetroot,Processed Juice
Whiteheads,nonveg,Tuna,Mayonnaise
Dryness,nonveg,Liver,Processed Meat
Itchy Skin,veg,Broccoli,Processed Juice
Rosacea,nonveg,Oysters,Processed Meat
Acne,veg,Turmeric Milk,Carbonated Drinks
Pores,nonveg,Chicken Breast,Fried Fish
Acne,veg,Pumpkin Seeds,Deep-Fried Snacks
Dullness,combination,Avocado Toast with Egg,Butter Paneer
Blackheads,veg,Tomato,Creamy Curries
Dryness,veg,Spinach,Creamy Curries
Whiteheads,nonveg,Chicken Breast,Mayonnaise
Pores,vegen,Soy Milk,Fried Tofu
Blackheads,veg,Beetroot,Refined Sugar
Itchy Skin,nonveg,Turkey,Mutton Curry
Blackheads,vegen,Soy Milk,White Sugar
Acne,veg,Broccoli,Processed Juice
Pigmentation,vegen,Tofu,White Sugar
Tanning,nonveg,Eggs,Bacon
Acne,veg,Almonds,Refined Sugar
Sunburn,vegen,Quinoa,Packaged Vegan Chips
Inflammation,vegen,Hummus,Refined Oil
Pigmentation,combination,Chicken with Broccoli,Instant Noodles
Blackheads,combination,Greek Yogurt with Berries,Pizza
Whiteheads,vegen,Chia Seeds,White Sugar
Tanning,veg,Carrot,Butter
Uneven Skin Tone,veg,Spinach,Cheese
Blackheads,veg,Spinach,Processed Juice
Uneven Skin Tone,vegen,Soy Milk,Overprocessed Vegan Snacks
Sagging,vegen,Zucchini,Excess Soy
Whiteheads,vegen,Kale,Mock Meats
Redness,vegen,Soy Milk,Coconut Cream
Whiteheads,combination,Avocado Toast with Egg,Sugary Drinks
Uneven Skin Tone,vegen,Quinoa,Refined Oil
Whiteheads,nonveg,Eggs,Bacon
Rosacea,combination,Egg Salad,Excess Cheese
Inflammation,combination,Greek Yogurt with Berries,Excess Cheese
Wrinkles,vegen,Quinoa,Packaged Vegan Chips
Wrinkles,nonveg,Turkey,Mayonnaise
Wrinkles,veg,Broccoli,Deep-Fried Snacks
Tanning,veg,Almonds,Fried Potato
Pores,veg,Spinach,Processed Juice
Sagging,combination,Mixed Nuts,Butter Paneer
Dryness,nonveg,Liver,Mayonnaise
Tanning,vegen,Quinoa,Refined Oil
Whiteheads,combination,Fruit Yogurt,Burger
Dullness,combination,Fish Curry with Rice,Cream Biscuits
Whiteheads,nonveg,Liver,Mayonnaise
Acne,veg,Pumpkin Seeds,Fried Potato
Oily Skin,combination,Chicken with Broccoli,Ice Cream
Itchy Skin,vegen,Tofu,Agave Syrup
Dark Spots,combination,Tofu Stir Fry,Butter Paneer
Dryness,combination,Fish Curry with Rice,Instant Noodles
Oily Skin,vegen,Zucchini,Vegan Mayo
Wrinkles,combination,Fish Curry with Rice,Pizza
Itchy Skin,vegen,Coconut Water,White Sugar
Itchy Skin,veg,Carrot,Pickles
Tanning,veg,Broccoli,Carbonated Drinks
Redness,combination,Tofu Stir Fry,Butter Paneer
Dark Circles,nonveg,Bone Broth,Mayonnaise
Rosacea,vegen,Chia Seeds,Refined Oil
Uneven Skin Tone,combination,Chicken with Broccoli,Butter Paneer
Oily Skin,combination,Egg Salad,Pizza
Sagging,vegen,Soy Milk,White Sugar
Itchy Skin,combination,Chicken with Broccoli,Fried Chicken
Acne,veg,Cucumber,Creamy Curries
Tanning,combination,Fish Curry with Rice,Fried Chicken
Dullness,combination,Mixed Nuts,Butter Paneer
Redness,veg,Sweet Potato,Pickles
Sagging,vegen,Soy Milk,Agave Syrup
Redness,vegen,Tofu,White Sugar
Eczema,nonveg,Eggs,Butter Chicken
Blackheads,combination,Tofu Stir Fry,Burger
Whiteheads,nonveg,Salmon,Fried Egg
Dark Circles,veg,Pumpkin Seeds,White Bread
Itchy Skin,nonveg,Oysters,Fried Egg
Sagging,nonveg,Tuna,Sausages
Itchy Skin,combination,Egg Salad,Fried Chicken
Inflammation,veg,Beetroot,Fried Potato
Pores,combination,Fruit Yogurt,Butter Paneer
Rosacea,veg,Spinach,White Bread
Pigmentation,combination,Avocado Toast with Egg,Sugary Drinks
Dryness,nonveg,Liver,Fried Fish
Acne,veg,Beetroot,Cheese
Sagging,veg,Spinach,Pickles
Pigmentation,veg,Almonds,Carbonated Drinks
Itchy Skin,veg,Tomato,Cheese
Uneven Skin Tone,combination,Tofu Stir Fry,Burger
Uneven Skin Tone,veg,Almonds,Creamy Curries
Rosacea,veg,Almonds,Pickles
Dark Circles,vegen,Quinoa,Vegan Mayo
Rosacea,nonveg,Liver,Red Meat
Dark Circles,combination,Vegetable Soup,Excess Cheese
Dark Spots,vegen,Oats,Overprocessed Vegan Snacks
Dryness,nonveg,Eggs,Processed Meat
Whiteheads,combination,Egg Salad,Fried Chicken
Acne,vegen,Zucchini,Packaged Vegan Chips
Acne,vegen,Coconut Water,Fried Tofu
Sunburn,vegen,Chia Seeds,Vegan Mayo
Sunburn,combination,Chicken with Broccoli,Pizza
Dryness,veg,Almonds,Pickles
Uneven Skin Tone,combination,Greek Yogurt with Berries,Instant Noodles
Blackheads,nonveg,Salmon,Red Meat
Whiteheads,vegen,Soy Milk,Excess Soy
Uneven Skin Tone,vegen,Soy Milk,Vegan Mayo
Eczema,vegen,Soy Milk,Agave Syrup
Whiteheads,nonveg,Turkey,Processed Meat
Eczema,veg,Broccoli,Butter
Itchy Skin,veg,Pumpkin Seeds,Deep-Fried Snacks
Blackheads,veg,Broccoli,Creamy Curries
Acne,nonveg,Turkey,Butter Chicken
Inflammation,veg,Beetroot,Creamy Curries
Redness,combination,Mixed Nuts,Burger
Sunburn,veg,Carrot,Cheese
Dryness,veg,Turmeric Milk,Deep-Fried Snacks
Uneven Skin Tone,vegen,Quinoa,Packaged Vegan Chips
Sagging,nonveg,Prawns,Butter Chicken
Acne,combination,Fish Curry with Rice,Butter Paneer
Dullness,veg,Almonds,White Bread
Dark Spots,nonveg,Prawns,Processed Meat
Acne,vegen,Tofu,Coconut Cream
Uneven Skin Tone,nonveg,Eggs,Red Meat
Pores,nonveg,Prawns,Processed Meat
Oily Skin,combination,Mixed Nuts,Pizza
Wrinkles,nonveg,Oysters,Spicy Chicken
Whiteheads,vegen,Chia Seeds,White Sugar
Itchy Skin,vegen,Quinoa,Refined Oil
Pores,veg,Tomato,Processed Juice
Wrinkles,combination,Chicken with Broccoli,Fried Chicken
Acne,combination,Chicken with Broccoli,Instant Noodles
Wrinkles,nonveg,Salmon,Red Meat
Sagging,combination,Egg Salad,Instant Noodles
Pores,veg,Pumpkin Seeds,Pickles
Inflammation,nonveg,Tuna,Spicy Chicken
Sagging,vegen,Zucchini,Overprocessed Vegan Snacks
Rosacea,combination,Baked Fish with Veggies,Ice Cream
Dark Spots,vegen,Zucchini,Excess Soy
Dryness,nonveg,Oysters,Spicy Chicken
Sunburn,veg,Almonds,Fried Potato
Pores,vegen,Oats,Agave Syrup
Dryness,vegen,Chia Seeds,Overprocessed Vegan Snacks
Dullness,veg,Tomato,Creamy Curries
Sunburn,combination,Tofu Stir Fry,Burger
Dark Circles,combination,Greek Yogurt with Berries,Burger
Inflammation,nonveg,Liver,Sausages
Inflammation,combination,Vegetable Soup,Excess Cheese
Dullness,nonveg,Liver,Processed Meat
Sunburn,veg,Broccoli,Cheese
Eczema,combination,Mixed Nuts,Excess Cheese
Tanning,veg,Pumpkin Seeds,Fried Potato
Tanning,combination,Chicken with Broccoli,Instant Noodles
Rosacea,nonveg,Chicken Breast,Butter Chicken
Itchy Skin,vegen,Hummus,Excess Soy
Blackheads,veg,Beetroot,Carbonated Drinks
Acne,combination,Fish Curry with Rice,Ice Cream
Blackheads,nonveg,Prawns,Butter Chicken
Blackheads,veg,Turmeric Milk,Pickles
Acne,nonveg,Oysters,Red Meat
Eczema,nonveg,Turkey,Red Meat
Whiteheads,veg,Carrot,Butter
Blackheads,vegen,Hummus,Agave Syrup
Dark Spots,combination,Baked Fish with Veggies,Pizza
Sagging,nonveg,Liver,Red Meat
Pigmentation,vegen,Quinoa,Fried Tofu
Dark Spots,vegen,Hummus,Excess Soy
Redness,veg,Pumpkin Seeds,Carbonated Drinks
Sagging,nonveg,Prawns,Red Meat
Tanning,nonveg,Tuna,Mutton Curry
Dryness,vegen,Soy Milk,White Sugar
Eczema,nonveg,Yogurt,Mayonnaise
Sagging,veg,Cucumber,Cheese
Wrinkles,vegen,Tofu,White Sugar
Acne,vegen,Oats,Agave Syrup
Itchy Skin,nonveg,Prawns,Fried Fish
Redness,vegen,Soy Milk,Refined Oil
Rosacea,vegen,Coconut Water,Vegan Mayo
Oily Skin,nonveg,Turkey,Fried Egg
Dryness,combination,Fish Curry with Rice,Chips
Pigmentation,combination,Avocado Toast with Egg,Chips
Dark Spots,veg,Almonds,Deep-Fried Snacks
Oily Skin,vegen,Zucchini,Overprocessed Vegan Snacks
Pigmentation,combination,Chicken with Broccoli,Cream Biscuits
Eczema,vegen,Zucchini,Fried Tofu
Acne,nonveg,Chicken Breast,Red Meat
Tanning,veg,Sweet Potato,Carbonated Drinks
Whiteheads,veg,Turmeric Milk,Deep-Fried Snacks
Pores,combination,Fruit Yogurt,Fried Chicken
Itchy Skin,veg,Broccoli,Deep-Fried Snacks
Blackheads,nonveg,Yogurt,Sausages
Uneven Skin Tone,vegen,Kale,Overprocessed Vegan Snacks
Rosacea,veg,Beetroot,Refined Sugar
Sunburn,veg,Sweet Potato,Fried Potato
Redness,vegen,Hummus,Packaged Vegan Chips
Dryness,combination,Tofu Stir Fry,Cream Biscuits
Sagging,combination,Vegetable Soup,Pizza
Dark Spots,vegen,Coconut Water,Refined Oil
Sunburn,vegen,Coconut Water,Overprocessed Vegan Snacks
Uneven Skin Tone,nonveg,Turkey,Fried Fish
Dark Circles,vegen,Coconut Water,Vegan Mayo
Sagging,veg,Broccoli,Refined Sugar
Uneven Skin Tone,combination,Baked Fish with Veggies,Fried Chicken
Wrinkles,nonveg,Turkey,Mutton Curry
Oily Skin,combination,Fish Curry with Rice,Burger
Sagging,combination,Avocado Toast with Egg,Sugary Drinks
Whiteheads,vegen,Zucchini,Mock Meats
Whiteheads,combination,Vegetable Soup,Ice Cream
Wrinkles,vegen,Coconut Water,Overprocessed Vegan Snacks
Itchy Skin,nonveg,Salmon,Processed Meat
Eczema,vegen,Hummus,Agave Syrup
Dark Circles,veg,Sweet Potato,Butter
Acne,vegen,Coconut Water,Packaged Vegan Chips
Rosacea,combination,Egg Salad,Burger
Uneven Skin Tone,vegen,Kale,Packaged Vegan Chips
Redness,vegen,Tofu,White Sugar
Eczema,vegen,Coconut Water,Coconut Cream
Redness,combination,Fish Curry with Rice,Chips
Uneven Skin Tone,combination,Fish Curry with Rice,Instant Noodles
Uneven Skin Tone,vegen,Hummus,Fried Tofu
Pigmentation,nonveg,Bone Broth,Fried Egg
Dryness,vegen,Tofu,Overprocessed Vegan Snacks
Redness,vegen,Zucchini,Packaged Vegan Chips
Dryness,vegen,Soy Milk,White Sugar
Uneven Skin Tone,combination,Chicken with Broccoli,Ice Cream
Dark Spots,nonveg,Turkey,Mutton Curry
Tanning,vegen,Coconut Water,Vegan Mayo
Sunburn,nonveg,Bone Broth,Spicy Chicken
Sunburn,vegen,Tofu,Overprocessed Vegan Snacks
Pores,combination,Avocado Toast with Egg,Fried Chicken
Redness,nonveg,Bone Broth,Sausages
Redness,veg,Carrot,Carbonated Drinks
Pores,vegen,Quinoa,Fried Tofu
Whiteheads,veg,Sweet Potato,Butter
Sunburn,vegen,Chia Seeds,Packaged Vegan Chips
Inflammation,nonveg,Liver,Spicy Chicken
Sagging,nonveg,Oysters,Red Meat
Rosacea,veg,Carrot,Refined Sugar
Dark Circles,vegen,Hummus,Packaged Vegan Chips
Rosacea,veg,Turmeric Milk,Pickles
Oily Skin,combination,Tofu Stir Fry,Pizza
Inflammation,veg,Carrot,Fried Potato
Eczema,veg,Almonds,Pickles
Pores,combination,Fruit Yogurt,Chips
Dullness,nonveg,Salmon,Red Meat
Wrinkles,vegen,Coconut Water,Packaged Vegan Chips
Rosacea,nonveg,Turkey,Bacon
Pigmentation,veg,Pumpkin Seeds,White Bread
Dark Circles,combination,Greek Yogurt with Berries,Cream Biscuits
Dark Spots,vegen,Oats,Refined Oil
Sagging,nonveg,Eggs,Fried Fish
Redness,vegen,Quinoa,Agave Syrup
Inflammation,veg,Carrot,Creamy Curries
Dryness,vegen,Chia Seeds,White Sugar
Sagging,veg,Tomato,Butter
Acne,nonveg,Oysters,Red Meat
Acne,vegen,Lentils,Overprocessed Vegan Snacks
Dark Circles,vegen,Hummus,Packaged Vegan Chips
Blackheads,combination,Tofu Stir Fry,Instant Noodles
Redness,combination,Fish Curry with Rice,Excess Cheese
Pores,veg,Pumpkin Seeds,Carbonated Drinks
Dullness,vegen,Kale,Packaged Vegan Chips
Oily Skin,veg,Almonds,Fried Potato
Pigmentation,combination,Tofu Stir Fry,Chips
Sunburn,vegen,Quinoa,Coconut Cream
Eczema,vegen,Quinoa,Mock Meats
Pigmentation,veg,Broccoli,Refined Sugar
Pores,combination,Fish Curry with Rice,Fried Chicken
Pigmentation,nonveg,Salmon,Fried Fish
Rosacea,combination,Vegetable Soup,Pizza
Blackheads,nonveg,Bone Broth,Mayonnaise
Itchy Skin,combination,Fruit Yogurt,Instant Noodles
Blackheads,nonveg,Eggs,Fried Egg
Dullness,combination,Baked Fish with Veggies,Fried Chicken
Redness,vegen,Lentils,Refined Oil
Dullness,vegen,Kale,Overprocessed Vegan Snacks
Whiteheads,vegen,Lentils,Mock Meats
Sagging,nonveg,Prawns,Mutton Curry
Dullness,veg,Turmeric Milk,Fried Potato
Redness,vegen,Chia Seeds,Refined Oil
Dryness,vegen,Coconut Water,Packaged Vegan Chips
Dullness,nonveg,Bone Broth,Butter Chicken
Pigmentation,nonveg,Chicken Breast,Sausages
Whiteheads,nonveg,Chicken Breast,Spicy Chicken
Dark Spots,nonveg,Liver,Processed Meat
Dark Spots,combination,Tofu Stir Fry,Butter Paneer
Dryness,nonveg,Yogurt,Butter Chicken
Inflammation,veg,Carrot,Cheese
Pores,vegen,Zucchini,Mock Meats
Inflammation,veg,Pumpkin Seeds,Deep-Fried Snacks
Whiteheads,nonveg,Yogurt,Processed Meat
Rosacea,combination,Chicken with Broccoli,Sugary Drinks
Blackheads,combination,Vegetable Soup,Instant Noodles
Whiteheads,veg,Cucumber,Fried Potato
Dark Spots,veg,Almonds,Carbonated Drinks
Oily Skin,nonveg,Bone Broth,Processed Meat
Eczema,combination,Vegetable Soup,Chips
Itchy Skin,combination,Mixed Nuts,Cream Biscuits
Acne,vegen,Oats,White Sugar
Dark Circles,nonveg,Chicken Breast,Fried Fish
Oily Skin,nonveg,Liver,Bacon
Dark Circles,veg,Sweet Potato,Refined Sugar
Uneven Skin Tone,combination,Fruit Yogurt,Butter Paneer
Tanning,nonveg,Turkey,Mayonnaise
Dryness,vegen,Soy Milk,Coconut Cream
Acne,vegen,Soy Milk,Mock Meats
Pores,veg,Almonds,White Bread
Rosacea,nonveg,Eggs,Mayonnaise
Rosacea,nonveg,Yogurt,Mutton Curry
Dark Circles,vegen,Quinoa,Fried Tofu
Dark Circles,veg,Cucumber,Processed Juice
Dark Spots,veg,Broccoli,Creamy Curries
Dryness,vegen,Coconut Water,Mock Meats
Blackheads,vegen,Zucchini,Vegan Mayo
Sagging,vegen,Quinoa,Overprocessed Vegan Snacks
Sunburn,vegen,Oats,Agave Syrup
Inflammation,veg,Sweet Potato,Butter
Pores,combination,Fruit Yogurt,Burger
Inflammation,nonveg,Prawns,Processed Meat
Itchy Skin,nonveg,Prawns,Spicy Chicken
Rosacea,nonveg,Bone Broth,Red Meat
Wrinkles,vegen,Quinoa,White Sugar
Uneven Skin Tone,combination,Fish Curry with Rice,Butter Paneer
Dullness,vegen,Coconut Water,Fried Tofu
Wrinkles,combination,Mixed Nuts,Ice Cream
Sunburn,nonveg,Chicken Breast,Mayonnaise
Inflammation,nonveg,Chicken Breast,Mutton Curry
Dullness,vegen,Quinoa,Agave Syrup
Oily Skin,vegen,Chia Seeds,Fried Tofu
Rosacea,combination,Egg Salad,Sugary Drinks
Wrinkles,veg,Carrot,Fried Potato
Pigmentation,vegen,Coconut Water,Agave Syrup
Dullness,combination,Greek Yogurt with Berries,Butter Paneer
Dryness,veg,Pumpkin Seeds,Refined Sugar
Dark Circles,combination,Vegetable Soup,Fried Chicken
Dryness,vegen,Oats,White Sugar
Eczema,veg,Pumpkin Seeds,Carbonated Drinks
Sagging,vegen,Zucchini,Excess Soy
Pigmentation,vegen,Zucchini,Overprocessed Vegan Snacks
Sagging,combination,Avocado Toast with Egg,Sugary Drinks
Pigmentation,vegen,Coconut Water,Mock Meats
Sagging,combination,Vegetable Soup,Burger
Oily Skin,combination,Fish Curry with Rice,Instant Noodles
Sunburn,vegen,Tofu,Refined Oil
Itchy Skin,combination,Baked Fish with Veggies,Cream Biscuits
Sunburn,veg,Broccoli,Butter
Whiteheads,combination,Chicken with Broccoli,Cream Biscuits
Inflammation,vegen,Lentils,Coconut Cream
Inflammation,vegen,Tofu,Packaged Vegan Chips
Sunburn,combination,Egg Salad,Cream Biscuits
Dark Circles,vegen,Kale,White Sugar
Pores,vegen,Oats,Agave Syrup
Dark Spots,combination,Egg Salad,Butter Paneer
Dryness,combination,Chicken with Broccoli,Fried Chicken
Dark Circles,combination,Chicken with Broccoli,Burger
Acne,nonveg,Chicken Breast,Butter Chicken
Redness,vegen,Tofu,Refined Oil
Sagging,combination,Tofu Stir Fry,Burger
Whiteheads,combination,Mixed Nuts,Excess Cheese
Redness,veg,Turmeric Milk,Pickles
Rosacea,vegen,Hummus,Refined Oil
Oily Skin,combination,Egg Salad,Instant Noodles
Blackheads,combination,Egg Salad,Burger
Acne,nonveg,Liver,Processed Meat
Uneven Skin Tone,vegen,Hummus,Packaged Vegan Chips
Itchy Skin,combination,Avocado Toast with Egg,Excess Cheese
Pores,vegen,Oats,Overprocessed Vegan Snacks
Inflammation,vegen,Kale,Packaged Vegan Chips
Oily Skin,veg,Pumpkin Seeds,Fried Potato
Redness,combination,Tofu Stir Fry,Pizza
Dark Circles,nonveg,Tuna,Red Meat
Eczema,combination,Avocado Toast with Egg,Sugary Drinks
Wrinkles,combination,Baked Fish with Veggies,Pizza
Redness,veg,Almonds,Cheese
Blackheads,vegen,Oats,Refined Oil
Uneven Skin Tone,nonveg,Yogurt,Spicy Chicken
Tanning,veg,Cucumber,Deep-Fried Snacks
Oily Skin,vegen,Tofu,Mock Meats
Sunburn,veg,Turmeric Milk,Pickles
Wrinkles,combination,Egg Salad,Butter Paneer
Wrinkles,veg,Almonds,Pickles
Wrinkles,vegen,Zucchini,Refined Oil
Blackheads,vegen,Kale,Refined Oil
Uneven Skin Tone,veg,Broccoli,Refined Sugar
Wrinkles,vegen,Zucchini,Fried Tofu
Itchy Skin,vegen,Oats,White Sugar
Eczema,combination,Avocado Toast with Egg,Butter Paneer
Dryness,vegen,Soy Milk,Vegan Mayo
Itchy Skin,combination,Tofu Stir Fry,Excess Cheese
Oily Skin,nonveg,Eggs,Fried Egg
Dark Spots,nonveg,Salmon,Butter Chicken
Sagging,combination,Baked Fish with Veggies,Butter Paneer
Inflammation,nonveg,Yogurt,Mutton Curry
Itchy Skin,combination,Tofu Stir Fry,Excess Cheese
Dark Spots,vegen,Coconut Water,Agave Syrup
Pigmentation,vegen,Lentils,Vegan Mayo
Pigmentation,nonveg,Salmon,Red Meat
Inflammation,vegen,Chia Seeds,Coconut Cream
Whiteheads,vegen,Quinoa,Mock Meats
Pores,veg,Spinach,Carbonated Drinks
Sunburn,vegen,Kale,Overprocessed Vegan Snacks
Oily Skin,veg,Pumpkin Seeds,Pickles
Itchy Skin,veg,Broccoli,Fried Potato
Tanning,nonveg,Prawns,Spicy Chicken
Dullness,vegen,Lentils,Mock Meats
Wrinkles,nonveg,Turkey,Fried Fish
Redness,combination,Egg Salad,Cream Biscuits
Whiteheads,nonveg,Tuna,Fried Fish
Pores,vegen,Oats,Fried Tofu
Tanning,veg,Tomato,Refined Sugar
Eczema,veg,Pumpkin Seeds,Refined Sugar
Dark Spots,veg,Tomato,Pickles
Inflammation,veg,Carrot,Butter
Itchy Skin,veg,Broccoli,Pickles
Dullness,combination,Tofu Stir Fry,Instant Noodles
Dryness,combination,Greek Yogurt with Berries,Burger
Uneven Skin Tone,veg,Turmeric Milk,Carbonated Drinks
Eczema,combination,Fish Curry with Rice,Butter Paneer
Tanning,veg,Spinach,Processed Juice
Pigmentation,vegen,Coconut Water,Mock Meats
Dryness,veg,Turmeric Milk,Deep-Fried Snacks
Redness,veg,Almonds,Deep-Fried Snacks
Oily Skin,combination,Fruit Yogurt,Burger
Redness,vegen,Hummus,White Sugar
Wrinkles,vegen,Kale,Overprocessed Vegan Snacks
Eczema,combination,Fish Curry with Rice,Pizza
Redness,vegen,Soy Milk,Vegan Mayo
Acne,combination,Greek Yogurt with Berries,Chips
Tanning,nonveg,Yogurt,Red Meat
Whiteheads,vegen,Kale,Mock Meats
Uneven Skin Tone,vegen,Tofu,Packaged Vegan Chips
Acne,veg,Tomato,Fried Potato
Sunburn,veg,Pumpkin Seeds,Refined Sugar
Dark Spots,vegen,Chia Seeds,Fried Tofu
Pores,vegen,Tofu,Overprocessed Vegan Snacks
Dullness,combination,Baked Fish with Veggies,Excess Cheese
Whiteheads,veg,Turmeric Milk,Butter
